course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NBIK14018U - SCIENCE,Terrestrial Ecosystem Processes and Global Change,Master,ECTS: 7.5,Block(s): 4,Group(s): C,"The aim of the course is to provide the participants with a comprehensive understanding of processes in terrestrial ecosystems, and of effects of global change on processes and organisms. The focus is...",Written (3h),Pass 100%,Median 7,Average 6.4
NBIK14005U - SCIENCE,The Biology of Fish,Master,ECTS: 7.5,Block(s): 2,Group(s): A,The course aims to provide the student with detailed knowledge of different aspects of fish physiology. The course will provide an understanding of the respiratory and circulatory system of these anim...,"Assignment
Oral (30m)",Pass 100%,Median 10,Average 9.43
NGEK10015U - SCIENCE,The Dynamics of City Regions: Social and Economic Change,Master,ECTS: 7.5,Block(s): 1,Group(s): B,"Cities and city regions are fundamental places in modern societies. They are essential places of living and vital places for innovation, production and creativity.  The course studies contemporary eco...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 8.88
NFYK23006U - SCIENCE,The Early Universe,Master,ECTS: 7.5,Block(s): 4,Group(s): A,The aim of the course is to familiarize students with modern theories of cosmology and particle physics in the early universe and how they explain the formation of matter and the present evolution of ...,"Continuous Assesment
Written (4h)",Pass 86.67%,Median 7,Average 7.57
NIFK13006U - SCIENCE,The Economics of Climate Change,Master,ECTS: 7.5,Block(s): 3,Group(s): B,This course introduces the economic aspects of climate change mitigation and the economics of climate policy in a global perspective.The course starts with a brief introduction of the key economic con...,ITX (4h),Pass 87.5%,Median 5.5,Average 5.81
NIFK14036U - SCIENCE,The Food Industry: Structure and Economics,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"The course deals with the industry in the value chain around the primary agricultural sector. That is, both up- and downstream industries connected to the agricultural sector. It thus includes the sup...","ITX (2h)
Assignment",Pass 100%,Median 10,Average 9.17
NBIK15016U - SCIENCE,The Human Microbiome,Master,ECTS: 7.5,Block(s): 1,Group(s): B,Humans harbour ten times more bacterial cells than human cells. Different parts of the human body are inhabited by specific microbial communities forming the human microbiome. Within recent years it h...,ITX (2h),Pass 100%,Median 10,Average 8.75
NBIK16000U - SCIENCE,The Human Microbiome - Experiments,Master,ECTS: 7.5,Block(s): 4,Group(s): C,In this course the students will study their own microbiome and hence get hands on experience with all steps involved in studying the human microbiome. Humans harbour ten times more bacterial cells th...,Oral (1h),Pass 100%,Median 10,Average 8.71
NFYK13017U - SCIENCE,The Interstellar Medium and Formation of Stars,Master,ECTS: 7.5,Block(s): 4,Group(s): B,The physics of the interstellar medium plays an important role in some of the most active topics of current research – from the evolution of galaxies to the formation of stars and planets in our neigh...,Oral (25m),Pass 92.31%,Median 7,Average 5.69
NIGK25002U - SCIENCE,The Magma Factory: Melting Dynamics in Earth’s Heat Engine,Master,ECTS: 7.5,Block(s): 4,Group(s): B,"This course revolves around the geochemistry and geodynamics of Earth’s mantle, with a particular focus on how and why the mantle melts, and how we can use the geochemistry and petrology of mantle mel...","Assignment
Oral (20m)",Pass N/A,Median N/A,Average N/A
NNEK24002U - SCIENCE,"The Scandinavian Sport Model - Past, Present and Future",Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Scandinavian sport is characterized by its embeddedness in civil society associations and reliance on voluntarism. Historically, other sectors of society such as the educational system and the for-pro...",Oral (15m),Pass 87.5%,Median 10,Average 8.29
NIFK20001U - SCIENCE,The Sociology of Food and Eating,Master,ECTS: 7.5,Block(s): 2,Group(s): A,This course introduces students to sociological perspectives on food and eating in everyday life and to key sociological concepts and theories with relevance for food and eating.We will work with topi...,Assignment,Pass 95%,Median 7,Average 6.65
NBIK12007U - SCIENCE,Thematic Course 1: Ecology and Management of Nature and Semi-Nature Areas,Master,ECTS: 15,Block(s): 1,Group(s): Other,"Thematic course comprising field work, practical exercises, lectures and interactive class room discussions of ecology and management of open terrestrial areas, forests amd freshwater systems in a spe...",ITX (4h),Pass 95.45%,Median 7,Average 7.32
LNAK10100U - SCIENCE,Thematic Course II: Rural Landscape – Management and Planning,Master,ECTS: 15,Block(s): 4,Group(s): Other,"The course focuses on rural landscape management with emphasis on ends, means, and solutions in management and planning projects.  The course consists of two parts: an introduction and a problem-based...","Oral (15m)
Assignment",Pass 100%,Median 10,Average 10.27
NIGK21036U - SCIENCE,Thematic Course: Ecology and Management of Forests and other Semi-natural Ecosystems,Master,ECTS: 15,Block(s): 1,Group(s): A,"Through lectures, case studies and excursions of selected ecosystems (e.g. forests, heathlands, and mires) system and restoration ecological aspects will be thoroughly studied. Based on the knowledge ...","Assignment
Oral (25m)",Pass 98.15%,Median 7,Average 7.56
NFYK14011U - SCIENCE,Theoretical Astrophysics,Master,ECTS: 7.5,Block(s): 1,Group(s): B,"This fundamental course provides an overview of some of the most important astrophysical processes that shape the evolution, and observational properties, of astrophysical systems, from planets to sta...","Continuous Assesment
Written (4h)",Pass 96.15%,Median 12,Average 10.12
NBIK15017U - SCIENCE,Theoretical Molecular Genetics,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"The molecular mechanisms underlying genetics, i.e. the segregation of the genetic information from parents to offspring, will be explored. This includes recombination, gene conversion, and cloning by ...",Written (4h),Pass 79.31%,Median 4,Average 4.62
NIGK23011U - SCIENCE,Theories and Methods in Landscape Architecture,Master,ECTS: 15,Block(s): 1,Group(s): A,"This problem-based course invites students to think about how we think. To deepen this reflection, we use selected methods and theoretical concepts in studies of existing design work. Students work in...",Assignment,Pass 90.7%,Median 7,Average 7.07
LNAK10084U - SCIENCE,Theories of Urban Design,Master,ECTS: 7.5,Block(s): 1,Group(s): B,"The course deals with selected theories, discourses and concepts for urban design. Urban design is here understood in a broad sense, encompassing visions and plans for the morphology of cities and the...","Oral (15m)
Assignment",Pass 100%,Median 10,Average 9.81
NNEK23002U - SCIENCE,Tools and Techniques in Nutrition Research,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"This course offers a comprehensive overview of available methodologies for assessing and evaluating dietary intake (ranging from subjective questionnaires to objective biomarkers of intake), body comp...",Oral (12m),Pass 97.67%,Median 10,Average 8.93
NMAK15023U - SCIENCE,Topics in Algebraic Topology (TopTopics),Master,ECTS: 7.5,Block(s): 2,Group(s): C,"We will cover various topics in contemporary algebraic topology, such as stable homotopy theory, unstable homotopy theory, equivariant methods, or geometric questions, with the precise content dependi...",Continuous Assesment,Pass 100%,Median 12,Average 11.87
NDAK23005U - SCIENCE,Topics in Algorithms and Complexity (TAC),Master,ECTS: 7.5,Block(s): 1,Group(s): A,The purpose of this course is to present a set of topics that reflect state-of-the-art research and applications within algorithms and complexity. Particular topics will change from year to year.Ask t...,Oral (30m),Pass 100%,Median 12,Average 11.33
NMAK24013U - SCIENCE,Topics in Life Insurance (Liv2),Master,ECTS: 7.5,Block(s): 3,Group(s): A,This course is devoted to valuation and risk-management techniques for life insurance at the interface between actuarial and financial mathematics. This relates to insurance and pension products price...,Oral (30m),Pass 75.76%,Median 4,Average 5.09
NMAA06068U - SCIENCE,Topics in Non-Life Insurance (Skade2),Master,ECTS: 7.5,Block(s): 1,Group(s): C,"Various distributions that are useful in non-life insurance The impact of deductibles on the insurance premium calculations Maximum likelihood methods, including the adjustment for deductibles. Also...",Oral (30m),Pass 78%,Median 4,Average 4.86
NMAK23014U - SCIENCE,Topics in Operator Algebras,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"We will cover various topics in operator algebras, with the precise content depending on the interests of the participants, for exampleDynamical systems and crossed productsGroups, groupoids and their...",Continuous Assesment,Pass 100%,Median 12,Average 12
NMAK24009U - SCIENCE,Topics in Probability,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"We will cover various topics in probability theory, such as weak convergence theory, Gaussian processes, Levy processes, Feller processes, or concentration inequalities with the precise content varyin...",Oral (30m),Pass 100%,Median 10,Average 9.67
NMAK24010U - SCIENCE,Topics in Statistics,Master,ECTS: 7.5,Block(s): 1,Group(s): C,The aim of the course is to introduce modern simulation methods. This course concentrates on Markov chain Monte Carlo (MCMC) methods. Examples of applications of these methods to complex inference pro...,Oral (30m),Pass 100%,Median 12,Average 11
NMAA05010U - SCIENCE,Topology (Top),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"This is a course on topological spaces and continuous maps. Main topics of this course are:Topological SpacesSubspace, Order, Product, Metric and Quotient TopologiesContinuous FunctionsConnectedness a...",Continuous Assesment,Pass 100%,Median 12,Average 11.25
NPLK18000U - SCIENCE,Toxicology and Ecotoxicology,Master,ECTS: 7.5,Block(s): 1,Group(s): B,The course gives a basic overview on fundamentals in both human- and ecotoxicology. Basic toxicological processes encompass toxicokinetic (TK) and toxicodynamic (TD) descriptions of pollutants in orga...,Oral (30m),Pass 100%,Median 7,Average 7.81
NPLB14029U - SCIENCE,Træer og buske,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"På klasseniveau analyseres et antal familier, slægter og arter grundigt i fællesskab (fællespensum) I grupper eller individuelt specialiserer gruppen/den studerende sig i et antal plantefamilier og e...",Oral (30m),Pass 100%,Median 12,Average 10.59
NNEB23013U - SCIENCE,Træningsfysiologi (T-TrænFys),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): C,"Kurset har til formål at give den studerende indsigt i human træningsfysiologi særligt i relation til de tilpasninger, der sker i forbindelse med forskellige træningsformer, herunder:Aerob træningAnae...",Assignment,Pass 97.56%,Median 7,Average 6.83
NIDB11015U - SCIENCE,Træningsplanlægning (PT-Træn),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,Kurset er opdelt i tre hovedområder:Analyse af en idrætsgren. De studerende indsamler data og afprøver metoder til bestemmelse af de fysiologiske krav i forskellige idrætsgrene.Analyse af forskellige ...,"Oral (15m)
Assignment",Pass 100%,Median 4,Average 5.65
NIGK23012U - SCIENCE,Transformation Studio,Master,ECTS: 15,Block(s): 3,Group(s): A,This course is a design studio concerned with strategic landscape transformation.In the Transformation Studio we design physical and programmatic interventions in existing built environments and lands...,"Oral (15m)
Assignment",Pass 100%,Median 10,Average 9.77
NIGK14007U - SCIENCE,Tree Biology and Arboriculture,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"This course is indispensable if you wish to work professionally with trees. It gives you an introduction to the fascinating world of tree biology, and enables you as tree manager to make wise decision...",Oral (30m),Pass 100%,Median 10,Average 9.48
NIGK22002U - SCIENCE,Tropical Botany,Master,ECTS: 7.5,Block(s): 3,Group(s): B,"Tropical Botany has focus on plant knowledge in a broad sense covering recognition /identification, geographical distribution, ecology and human use of plants. It covers important crop plants, timber ...","Assignment
Oral (30m)",Pass 100%,Median 10,Average 8.92
LPLK10367U - SCIENCE,Tropical Crop Production,Master,ECTS: 7.5,Block(s): 1,Group(s): A,The course focuses on developing capacities for sustainable production of tropical crops. The students will be exposed to major crop science elements that are instrumental for a sustainable crop produ...,Oral (30m),Pass 100%,Median 10,Average 8.59
NIGK13003U - SCIENCE,Tropical Forest Restoration,Master,ECTS: 7.5,Block(s): 1,Group(s): B,Biological aspects of tropical forest landscape restoration - Tropical forest types and climate. Tropical forest dynamics and restoration methods for accelerated restoration of forests. Selection of t...,"Assignment
Oral (30m)",Pass 100%,Median 10,Average 10
NNMK25000U - SCIENCE,Tropical Mycology Field Course,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"The course provides an overview of the diversity, taxonomy, ecology, morphology, and evolution of higher fungi (Ascomycota and Basidiomycota) through a field trip in the Amazonian Forest of Brazil. Th...","Oral (15m)
Assignment (7d)",Pass N/A,Median N/A,Average N/A
NDAB16014U - SCIENCE,Udvikling af cloud-baserede sundheds-apps,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,"Faget giver introduktion til udvikling af apps med server- og cloudbaseret lagring af data. Emnerne præsenteres med vægt på forståelse af principperne i de datalogiske teknikker, der typisk benyttes t...",Assignment (20m),Pass 93.55%,Median 12,Average 9.79
NIFB21000U - SCIENCE,Understanding Sustainability,Bachelor,ECTS: 7.5,Block(s): Summer,Group(s): A,"This is a course on the very fundamentals of sustainability and sustainable development, giving eight central perspectives on sustainability.In recent decades, it has become increasingly evident that ...",Assignment (4d),Pass 95.74%,Median 7,Average 6.68
NNEB19008U - SCIENCE,Ungdom og idræt,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,Overordnet fokuserer kurset ”Ungdom og Idræt” på forhold af betydning for idrætsundervisning af unge og teoretisk/praktiske problemstillinger i forhold til at tilpasse og planlægge idrætsaktiviteter t...,"Assignment
Oral (1h)",Pass 100%,Median 7,Average 6.81
