course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean,fail_pct
NMAK24004U - SCIENCE,Risk Optimization,Master, 7.5,2, C,"Human decisions (economic and otherwise) are often made in the presence of uncertainties, that is, in advance of receiving all the necessary information. As a consequence, the outcome of a decision (e...",Oral (30m),Pass 100%, 10, 8.1,0.0
NBIK10017U - SCIENCE,RNA Biology,Master, 7.5,1, A,"During the first 6 weeks, central topics in RNA research will be introduced in overview lectures. Topics include mRNA biogenesis and degradation, translation, RNA modifications, small and long non-cod...","Assignment
Oral (30m)",Pass 84.62%, 4, 5.31,15.379999999999995
NDAB24001U - SCIENCE,Robotic Experiments (REX),Bachelor, 7.5,1, C,"This course introduces students to fundamental techniques for mobile autonomous robotics. In this course, a robot is a computer mounted on a chassis with controllable wheels. To allow the robot to per...",Oral (30m),Pass 100%, 7, 7.66,0.0
NIGK23009U - SCIENCE,Rural Landscapes: Transformation and Governance,Master, 7.5,2, C,"Rural landscapes cover more than a third of the earth and contribute most of the food and fiber consumed by human populations. However, they also constitute an arena for a multitude of other activitie...",Assignment,Pass 95.65%, 7, 7.13,4.349999999999994
NIGK20001U - SCIENCE,Rural-Urban Transformations in the Global South,Master, 7.5,4, B,The aim of the course is to provide an in-depth theoretical and empirical understanding of contemporary rural and urban transformations in the Global South. The course provides a critical overview of ...,Oral (20m),Pass 100%, 7, 7.38,0.0
NGEA04066U - SCIENCE,Samfundsmæssigt væsentlige stofstrømme (SVS),Bachelor, 7.5,1, B,"Kurset giver en grundliggende indføring i samfundsmæssige vigtige stofstrømme herunder vand, kulstof, kvælstof, fosfor og tungmetaller. Kurset fokuserere på miljøforhold i et ressource- og forvaltings...",Oral (20m),Pass 100%, 10, 9.45,0.0
LOJB10234U - SCIENCE,Samfundsøkonomi,Bachelor, 7.5,3, A,Kurset giver en bred introduktion til grundlæggende og centrale samfundsøkonomiske emner. Disse emner spiller samtidig en central rolle i den offentlige debat og er af afgørende betydning for det økon...,ITX (3h),Pass 86.21%, 7, 5.64,13.790000000000006
NMAA09014U - SCIENCE,Sandsynlighedsregning og statistik (SS),Bachelor, 7.5,2-3, B,Kurset giver en introduktion til sandsynlighedsregning og statistik og omfatter følgende emner:Stokastiske variable og deres sandsynlighedsfordelingerDiskrete og kontinuerte fordelingerMiddelværdi og ...,Written (4h),Pass 64.58%, 4, 4.66,35.42
NMAB10004U - SCIENCE,Sandsynlighedsregning og statistik 2 (SS2),Bachelor, 7.5,3, A," Diskret sandsynlighedsteori og kombinatorik.Betingning og uafhængighed.Store Tals Lov.Lineær regression.Hypotesetest og konfidensintervaller baseret på diskrete fordelinger, bootstrap og permutation....",Assignment (27h),Pass 100%, 10, 9.56,0.0
NMAB21015U - SCIENCE,Sandsynlighedsteori (Sand),Bachelor, 7.5,2, C,Kurset giver en introduktion til sandsynlighedsteori i en målteoretisk ramme. Der er speciel fokus på centrale resultater af general betydning inden for matematik og statistik.KursusindholdDefinition ...,Written (4h),Pass 71%, 4, 4.96,29.0
NMAB22013U - SCIENCE,Sandsynlighedsteori 2 (Sand 2),Bachelor, 7.5,3, C,Kurset bygger videre på SAND og giver en fundamental indføring i avancerede sandsynlighedsteoretiske begreber af central betydning for anvendelser og anden matematisk og statistisk teori.L2 og Hilbert...,Written (4h),Pass 70.99%, 4, 4.75,29.010000000000005
NIGK22000U - SCIENCE,Satellite Image Processing and Analysis in the Big Data Era,Master, 7.5,4, A,"In this course, you will learn how to extract relevant variables and analyze patterns from the rapidly expanding data of Earth observation satellites. Alongside geo-coding and reviewing satellite imag...","Assignment
Oral (20m)",Pass 88.89%, 10, 9.11,11.11
NNDK24000U - SCIENCE,Science and Technology Communication,Master, 7.5,2, B,"The global problems we face, such as climate change, the biodiversity crisis, or habitat loss, call for a new agenda for science and technology communication. This course addresses that agenda in two ...",Oral (30m),Pass 100%, 10, 9.73,0.0
NDAA07012U - SCIENCE,Scientific Computing,Master, 7.5,1, C,This course teaches numerical computational techniques that are used universally throughout all branches of natural sciences and engineering. We teach the fundamental principles and derive central com...,Continuous Assesment,Pass 95.77%, 12, 10.15,4.230000000000004
NKEA09010U - SCIENCE,"Scientific Writing, Planning and Presentation",Master, 7.5,1, B,"The course addresses higher-level aspects of scientific communication (both written and oral) required by a master’s student. Scientific writing should be seen as a process, not a product, so the focu...",Continuous Assesment,Pass 90%, 10, 8.18,10.0
NIGB21019U - SCIENCE,Sedimentologi - jordens overfladeprocesser og materialer,Bachelor, 7.5,3, C,"Kurset giver en introduktion til dannelse, transport og aflejring af partikler (sediment) på jordens overflade. Processer som fører til dannelsen af sedimentære bundformer og strukturer behandles, lig...",Oral (20m),Pass 100%, 10, 8.03,0.0
NDAA08006U - SCIENCE,Semantics and Types (SaT),Master, 7.5,3, C,The aim of the course is to introduce students to the fundamental concepts and tools of modern programming-language theory. This includes the relevant descriptive approaches (formal semantics and type...,Assignment (32h),Pass 76.92%, 4, 5.73,23.08
NMAK20002U - SCIENCE,Semiparametric Inference,Master, 7.5,3, C,Hilbert spaceSemi-parametric modelParametric submodelEfficient influence functionM-estimatorsTargeted MLEAspects of practical implementation and analysis in R. Modern statistical methods use semiparam...,Written (4h),Pass 70%, 5.5, 4.9,30.0
NBIK15019U - SCIENCE,Sensory Biology,Master, 7.5,3, C,"Animal senses can be divided into photoreception (vision and general light sensing), chemoreception (smell and taste), mechanoreception (hearing, touch, gravity sensing etc.), electroreception (sensin...",Oral (20m),Pass 96.15%, 10, 8.96,3.8499999999999943
NFOB15008U - SCIENCE,Sensory Evaluation of Food,Bachelor, 7.5,3, C,"Meet the fascinating world of Sensory Science, where humans are the ultimate instruments to experience and evaluate food quality. We will take you on a journey to learn about the senses, how to use th...",ITX (2h),Pass 97.14%, 10, 9.34,2.8599999999999994
NDAA09027U - SCIENCE,Signal and Image Processing (SIP),Master, 7.5,3, A,"The course introduces basic computational, statistical, and mathematical techniques for representing, modeling, and analysing signals and images. Signals and images are measurements, which are correla...",Continuous Assesment,Pass 100%, 7, 8.3,0.0
NBIA07020U - SCIENCE,Signaltransduktion,Bachelor, 15,4, Other,"Videregående teoretisk kursus i den del af den molekylære biologi, der omhandler mammale cellulære signaleringsnetværk og deres kontrol af cellulære funktioner. Kurset sigter også på at træne de stude...",Written (3h),Pass 100%, 10, 9.68,0.0
LNAK10052U - SCIENCE,Silviculture of Temperate Forests,Master, 7.5,2, A,The aim of the course is to attain scientific knowledge and understanding of forest ecosystem processes and related carbon dynamics as basis for the development of management interventions for the sus...,"Assignment
Oral (30m)",Pass 92.31%, 10, 8.46,7.689999999999998
NIGB14001U - SCIENCE,Skadedyr og sygdomme på skov- og bytræer,Bachelor, 7.5,Summer, C,"Kurset tager udgangspunkt i insekt- og svampeskader, men omfatter også abiotiske skader som vind, tørke og frost, herunder klimafaktorers betydning for skadevoldere. Undervisningen omfatter diagnostic...","Oral (25m)
Assignment",Pass 100%, 10, 9.5,0.0
LSLS20155U - SCIENCE,Skov og landskab,Bachelor, 30,1-2, Other,"Kurset har til formål at give et naturfagligt grundlag, som kan bringes i anvendelse i forbindelse med skovdyrkning og i forbindelse med natur- og landskabsplejeVedplanternes botanik (sommer)Vedplante...","Assignment
Oral (30m)",Pass 100%, 10, 7.93,0.0
LSLS10155U - SCIENCE,Skov og landskab,Bachelor, 30,1-2, Other,"Kurset har til formål at give et naturfagligt grundlag, som kan bringes i anvendelse i forbindelse med skovdyrkning og i forbindelse med natur- og landskabsplejeVedplanternes botanik (sommer)Vedplante...","Assignment
Oral (30m)",Pass 100%, 10, 7.93,0.0
LSLS10056U - SCIENCE,Skovdrift og Samfund,Bachelor, 15,1, A,Opfølgning på praktikMålsætning for skovdriften - strategiske planniveauerSkovøkonomiske beregninger og beskatning i skovbrugetÅrsplanen og budgettering af driften på kort (1 år) sigtDriftsplanen og b...,Oral (30m),Pass 100%, 5.5, 6,0.0
LSLS20056U - SCIENCE,Skovdrift og Samfund,Bachelor, 15,1, A,Opfølgning på praktikMålsætning for skovdriften - strategiske planniveauerSkovøkonomiske beregninger og beskatning i skovbrugetÅrsplanen og budgettering af driften på kort (1 år) sigtDriftsplanen og b...,Oral (30m),Pass 100%, 5.5, 6,0.0
LSLS20046U - SCIENCE,Skovdyrkning,Bachelor, 15,3-4, A,"Etablering af bevoksninger i skov og på åbent land: Træartsvalg. Plantning. Såning. Naturlig foryngelse. Valg af plantemateriale; frøbehandling og planteskole. Arealforberedelse; kvasbehandling, jordb...",Oral (30m),Pass 97.3%, 7, 6.89,2.700000000000003
LSLS10046U - SCIENCE,Skovdyrkning,Bachelor, 15,3-4, A,"Etablering af bevoksninger i skov og på åbent land: Træartsvalg. Plantning. Såning. Naturlig foryngelse. Valg af plantemateriale; frøbehandling og planteskole. Arealforberedelse; kvasbehandling, jordb...",Oral (30m),Pass 97.3%, 7, 6.89,2.700000000000003
NBIK14010U - SCIENCE,Social Behaviour and Communication,Master, 7.5,3, A,"Wildlife population sizes have decreased by an astonishing 68% on average since 1970. By contrast, the numbers of domestic animals are as high as ever, but they often suffer from poor welfare. This co...","Assignment
Oral (20m)",Pass 100%, 10, 9.92,0.0
NIGB21032U - SCIENCE,"Socialgeografi – sted, rum og ulighed",Bachelor, 7.5,2, C,"Kurset giver en indføring i grundlæggende socialgeografiske begreber og teorier. Der lægges vægt på, at den studerende i et betydeligt omfang lærer  at identificere og redegøre for relevante teorier o...",Oral (20m),Pass 100%, 12, 10.44,0.0
NDAK23004U - SCIENCE,Societal Consequences of Information Technology (SoCIT),Master, 7.5,1, B,"Technical systems, no matter how well intended, can often fail in real-world implementation in different ways (consider sundhedsplatformen, MitID, etc). This course will explore the reasons for succes...",Assignment,Pass 86.67%, 10, 8.62,13.329999999999998
NDAB22007U - SCIENCE,Software Development for Digital Health,Bachelor, 7.5,1-2," A, B, C",The course provides an introduction to the elementary elements in the development of IT systems in the healthcare system. The course focuses on system development and software engineering techniques: ...,"Assignment
Oral",Pass 94.59%, 10, 8.8,5.409999999999997
NDAK20001U - SCIENCE,Software Engineering and Architecture (SEA),Master, 15,3-4, A,"Software engineering represents the principles, methods, tools, and techniques involved in the design, development, implementation, and maintenance of software systems.The software architecture of a s...",Oral (25m),Pass 88.14%, 7, 6.91,11.86
NDAK21007U - SCIENCE,Software Security (SOS),Master, 7.5,1, B,The course is focused on software security studied from a programming language perspective. The course will present a variety of techniques based on programming language semantics that serve to improv...,Oral (30m),Pass 86.67%, 7, 7.92,13.329999999999998
NDAB15011U - SCIENCE,Softwareudvikling (SU),Bachelor, 15,3-4, B,"Kurset introducerer studerende til fundamentale teknikker og værktøjer indenfor softwareudvikling. Emnerne i kurset inkluderer værktøjer, miljøer og metoder til udvikling, kvalitetssikring og vedligeh...",Assignment (20m),Pass 66.88%, 10, 8.53,33.120000000000005
NPLK14021U - SCIENCE,Soil and Water Pollution - Concepts and Theory,Master, 7.5,1, C,"Review of the biogeochemistry of soils and natural waters critical for pollutant fate and effects. Environmental microbiology: microbial community theory, terrestrial and aquatic microbial lifestyles ...","ITX
Continuous Assesment",Pass 100%, 7, 6.91,0.0
NPLK14029U - SCIENCE,Soil and Water Pollution - Experimental Assessment,Master, 7.5,2, C,This is an experimental method-based course covering key soil and water chemical and microbiological topics. The aim of the course is to give the students practical and theoretical skills regarding me...,Oral (30m),Pass 96.67%, 10, 8.52,3.3299999999999983
NBIK14007U - SCIENCE,Soil Biology,Master, 7.5,2, A,"Lectures, demonstrations, student presentations, discussion classes, project work with focus on:1) Soil organisms: The unsurpassed diversity of soil organisms, bacteria; fungi, incl. mycorrhiza; preda...","Written (2h)
Oral (20m)",Pass 100%, 10, 9.13,0.0
NIGK17011U - SCIENCE,Spatial and Temporal Pattern Analysis,Master, 7.5,2, A,"The purpose of this course is to introduce students to the concepts, terminology and methods related to analysis of spatial and temporal patterns in digital data.The course is composed of a mix of lec...","Assignment
Oral (20m)",Pass 95.83%, 10, 9.29,4.170000000000002
NNEB20000U - SCIENCE,Sport Psychology and Identity,Bachelor, 7.5,1, B,"The course provides an introduction to sport and exercise psychology and associated psychological theories and methods. Theories will be related to various contexts, including elite sport, sport and e...",Assignment,Pass 100%, 10, 8.77,0.0
NNEB22003U - SCIENCE,Sportsernæring,Bachelor, 7.5,1, A,"Fysiologiske principper og videnskabelig dokumentation vil danne basis for undervisningen om den aktive idrætsudøvers kost, og for forståelsen for sammenspil mellem fysisk aktivitet og kost. Emner der...",Assignment (3d),Pass 68.42%, N/A, N/A,31.58
